Fecha,ID empleado,ID turno,Nombre,Apellido 1,Apellido 2,Edad,Estado civil,Número de hijos a su cargo,Familiares trabajando en la empresa,Género,Carnet de toro,Sabe hacer picking,Sabe reponer,Altura (en metros),Peso (en Kg),IMC (índice de masa corporal) en número,IMC (índice de masa corporal) en categoría,Padece alguna enfermedad,Padece alguna minusvalía,Acciones de tipo tarea 1,Acciones de tipo tarea 2,Acciones de tipo tarea 3,Acciones de tipo tarea 4,Acciones de tipo tarea 5,Acciones por minuto de tipo tarea 1,Acciones por minuto de tipo tarea 2,Acciones por minuto de tipo tarea 3,Acciones por minuto de tipo tarea 4,Acciones por minuto de tipo tarea 5
20220905,B006,B,Belén,Riba,Rivera,29,viudo,1,0,M,1,0,1,1.89,95.81,26.82,sobrepeso,0,1,84,52,99,80,40,1.46,9.02,3.02,9.03,2.81
20220905,B007,B,Azahar,Madrigal,Alcalde,20,viudo,4,1,F,0,1,0,1.31,51.69,30.12,obesidad,0,0,32,97,64,25,37,6.1,1.71,1.11,7.59,7.38
20220905,B008,B,Jordán,Bastida,Cal,37,divorciado,1,0,M,1,1,0,1.81,71.63,21.86,peso normal,1,1,33,5,98,63,63,6.9,7.27,6.34,7.24,2.61
20220905,B009,B,Esperanza,Soto,Sastre,23,viudo,2,1,F,1,0,1,1.22,54.82,36.83,obesidad,0,1,6,75,33,88,40,5.91,6.69,3.61,6.84,7.74
20220905,B010,B,Eladio,Hoyos,Vallés,64,casado,0,1,F,1,0,1,1.39,89.46,46.3,obesidad,1,1,73,58,6,20,13,7.29,7.6,3.37,3.55,6.26
20220905,B011,B,Evaristo,Uriarte,Bauzà,42,viudo,4,1,F,0,1,1,1.22,66.39,44.6,obesidad,1,1,0,3,10,15,38,5.37,8.87,1.11,5.99,7.19
20220905,B012,B,Mamen,Montero,Miguel,31,divorciado,4,1,M,1,1,0,1.84,74.8,22.09,peso normal,0,0,67,49,80,49,46,4.35,9.74,9.08,8.78,4.06
20220905,B013,B,Isabel,Carrera,Ríos,57,viudo,4,0,F,1,1,0,1.5,85.61,38.05,obesidad,1,0,78,8,29,65,53,0.72,8.91,9.75,2.66,9.43
20220905,B014,B,Candelario,Macías,Merino,51,viudo,0,0,M,0,0,0,1.88,85.63,24.23,peso normal,1,0,34,23,45,63,82,6.99,3.35,4.12,2.09,4.64
20220905,B015,B,Edelmira,Belmonte,Pi,63,casado,2,1,M,0,1,0,1.86,104.16,30.11,obesidad,1,1,53,93,88,76,9,7.67,6.99,2.86,2.94,0.68
20220905,B016,B,Ema,Menéndez,Uriarte,65,casado,3,0,M,1,1,1,1.78,83.18,26.25,sobrepeso,0,0,27,42,81,34,93,5.66,8.98,3.53,3.42,1.34
20220905,B017,B,Rosario,Arnaiz,Aparicio,58,casado,0,1,M,0,1,1,1.68,68.53,24.28,peso normal,0,0,9,19,81,4,45,9.72,0.28,1.87,4.84,2.86
20220905,B018,B,Pánfilo,Tomas,Falcón,35,casado,5,1,M,1,0,1,1.62,106.73,40.67,obesidad,0,0,81,97,98,35,20,8.63,1.46,2.44,4.8,9.35
20220905,B019,B,Bernabé,Cuevas,Soria,23,casado,3,0,F,0,0,1,1.38,61.16,32.12,obesidad,1,1,36,25,93,29,18,5.6,5.2,0.49,1.85,0.65
20220905,B020,B,Segismundo,Cuéllar,Villar,40,soltero,3,0,F,1,0,0,1.38,69.86,36.68,obesidad,1,1,67,92,68,52,95,0.39,7.55,2.73,4.06,6.62
20220906,A001,A,María José,Avilés,Hidalgo,39,soltero,3,1,F,0,0,1,1.33,77.42,43.77,obesidad,1,0,84,39,25,94,58,5.82,6.86,9.25,9.15,2.95
20220906,A002,A,Clemente,Bernal,Esteban,27,viudo,1,1,M,1,1,0,1.8,70.52,21.77,peso normal,1,1,88,18,47,77,55,8.4,7.03,1.36,1.61,2.09
20220906,A003,A,Ximena,Segura,Guzmán,55,divorciado,0,1,F,1,1,0,1.59,77.16,30.52,obesidad,1,0,100,97,29,69,19,2.63,4.12,9.74,8.88,4.17
20220906,A004,A,Martina,Garay,Vicente,47,divorciado,3,1,M,0,0,1,1.82,98.65,29.78,sobrepeso,1,0,44,37,5,85,82,7.51,2.47,7.14,7.02,0.32
20220906,A005,A,María,Pinto,Riba,35,casado,5,1,M,0,1,0,1.69,105.01,36.77,obesidad,1,1,67,13,53,63,90,3.06,6.64,9.04,7.74,2.74
20220906,A006,A,Alexandra,Valentín,Cadenas,28,casado,1,1,F,0,0,0,1.66,81.74,29.66,sobrepeso,0,0,44,84,85,39,88,6.03,1.29,6.22,6.17,2.86
20220906,A007,A,Marcos,Segarra,Girón,60,divorciado,2,1,M,0,1,1,1.83,60.04,17.93,delgadez,0,1,97,65,59,99,63,1.63,8.21,2.95,3.7,2.7
20220906,A008,A,Luciana,Huerta,Valenciano,53,casado,4,1,M,1,0,0,1.69,89.28,31.26,obesidad,0,0,29,79,99,25,58,7.93,1.01,9.73,1.05,3.6
20220906,A009,A,María Luisa,Orozco,Lorenzo,54,viudo,5,1,F,0,0,1,1.3,67.96,40.21,obesidad,0,0,83,63,91,39,16,4.65,7.51,4.48,7.89,2.59
20220906,A010,A,Rosario,Cuenca,Roma,29,soltero,2,0,M,0,0,0,1.63,85.13,32.04,obesidad,0,1,68,73,40,49,23,0.37,0.52,6.24,2.22,0.07
20220906,A011,A,Ofelia,Vila,Pont,65,divorciado,0,1,F,0,1,0,1.53,63.11,26.96,sobrepeso,1,1,13,58,72,88,18,2.39,2.27,8.39,2.06,5.05
20220906,A012,A,Amada,Vega,Marqués,20,viudo,3,0,M,0,0,0,1.85,86.69,25.33,sobrepeso,0,0,11,8,32,44,65,7.62,5.45,7.15,2.24,3.75
20220906,A013,A,Tamara,Galindo,Redondo,28,casado,3,0,F,1,1,1,1.42,81.32,40.33,obesidad,1,0,90,12,80,27,17,7.68,4.25,2.81,1.47,8.21
20220906,A014,A,Eric,Guerra,Godoy,41,soltero,3,0,F,0,0,1,1.42,49.3,24.45,peso normal,0,1,44,69,18,42,80,2.79,2.55,6.01,2.61,9.22
20220906,A015,A,Severiano,Gutiérrez,Perea,44,soltero,2,1,F,1,1,0,1.32,43.28,24.84,peso normal,1,0,99,58,83,56,57,3.05,5.04,7.34,5.79,9.24
20220906,A016,A,Bienvenida,Múgica,Vera,45,soltero,3,0,M,1,0,0,1.72,85.95,29.05,sobrepeso,1,0,27,20,4,61,16,2.52,2.34,9.9,4.96,0.13
20220906,A017,A,Mercedes,Linares,Dalmau,57,casado,5,1,F,1,1,1,1.54,70.91,29.9,sobrepeso,1,0,8,17,21,42,3,2.61,3.31,1.37,1.85,2.2
20220906,A018,A,Noa,Nadal,Córdoba,40,casado,5,1,F,1,1,0,1.4,59.17,30.19,obesidad,1,1,98,70,8,75,57,6.86,4.77,0.13,2.49,5.78
20220906,A019,A,Dionisio,Ávila,Gómez,26,viudo,1,0,F,1,0,1,1.58,88.2,35.33,obesidad,1,0,52,14,49,29,62,7.33,3.38,2.41,1.08,3.71
20220906,A020,A,Alfonso,Verdú,Montero,35,soltero,2,0,F,1,1,0,1.69,71.11,24.9,peso normal,1,0,0,22,7,74,13,2.47,5.66,9.66,4.9,9.18
20220906,B001,B,Emma,Bertrán,Tejera,33,casado,2,0,M,0,0,0,1.71,108.77,37.2,obesidad,0,0,25,67,61,68,44,5.21,5.2,7.08,4.81,5.56
20220906,B002,B,Jimena,Nogueira,Cortina,30,viudo,5,0,F,0,0,1,1.21,63.53,43.39,obesidad,0,0,43,87,3,44,70,4.37,5.05,9.99,1.31,0.25
20220906,B003,B,Aránzazu,Porras,Grau,22,viudo,1,1,M,0,1,1,1.81,63.19,19.29,peso normal,0,0,87,21,95,33,14,5.86,0.55,5.99,9.87,3.47
20220906,B004,B,Jennifer,Castilla,Polo,56,divorciado,0,0,M,1,1,1,1.73,100.01,33.42,obesidad,0,0,54,27,47,67,41,1.74,6.46,3.17,4.89,9.53
20220906,B005,B,Mario,Fortuny,Vicente,37,divorciado,5,1,F,0,1,1,1.35,72.13,39.58,obesidad,0,0,39,87,10,38,61,1.47,9.85,4.72,1.77,7.25
20220906,B006,B,Jose Manuel,Alegria,Perera,24,soltero,3,1,F,1,1,0,1.28,67.82,41.39,obesidad,1,1,4,49,6,51,82,2.23,2.47,3.08,5.34,9.56
20220906,B007,B,Teo,Aparicio,Rios,34,casado,5,1,M,1,0,0,1.83,90.76,27.1,sobrepeso,1,1,70,69,4,55,7,0.84,2.19,8.96,6.3,6.39
20220906,B008,B,Sergio,Arellano,Barba,52,viudo,1,1,M,1,1,1,1.86,77.9,22.52,peso normal,1,0,86,82,46,13,39,8.48,3.05,3.24,9.02,2.85
20220906,B009,B,Patricio,Manjón,Cornejo,37,soltero,5,1,M,1,1,0,1.65,84.11,30.89,obesidad,0,1,56,36,38,48,75,3.35,1.13,3.05,2.1,8.62
20220906,B010,B,Azeneth,Madrid,Escamilla,42,divorciado,1,0,M,1,1,1,1.65,94.43,34.69,obesidad,1,1,76,37,13,61,55,5.21,1.59,6.37,4.99,0.28
20220906,B011,B,Gervasio,Santos,Aragón,24,casado,4,0,M,0,1,0,1.84,95.76,28.28,sobrepeso,0,0,24,50,99,88,30,9.42,5.59,8.99,1.42,7.33
20220906,B012,B,Delfina,Chaparro,Castañeda,49,divorciado,5,1,F,1,0,0,1.64,58.43,21.72,peso normal,0,1,91,99,19,66,4,5.89,6.24,8.14,4.77,8.64
20220906,B013,B,Diego,Cobos,Pina,23,viudo,5,1,F,1,1,0,1.25,68.74,43.99,obesidad,0,1,79,61,98,84,78,9.92,6.5,0.61,8.75,8.38
20220906,B014,B,Diana,Serra,Múgica,28,divorciado,2,1,F,0,0,1,1.22,79.42,53.36,obesidad,0,1,48,31,86,30,79,4.62,5.39,5.76,4.73,9.55
20220906,B015,B,Lorenzo,Navas,Valdés,44,casado,5,1,F,0,0,1,1.3,59.2,35.03,obesidad,1,1,4,73,94,100,80,3.08,1.29,0.66,7.82,0.14
20220906,B016,B,Cayetano,Vergara,Azorin,23,soltero,0,0,F,1,0,1,1.26,75.44,47.52,obesidad,0,1,66,34,54,80,6,8.02,8.89,6.86,1.17,6.37
20220906,B017,B,Javier,Navas,Arnal,56,viudo,3,0,M,0,0,1,1.74,97.51,32.21,obesidad,0,1,4,77,17,62,67,5.88,7.77,3.51,1.9,5.33
20220906,B018,B,Severiano,Barreda,Cardona,23,viudo,2,0,F,1,0,1,1.64,54.96,20.43,peso normal,0,0,14,7,29,58,90,8.02,9.36,5.84,3.61,4.68
20220906,B019,B,Primitiva,Ariño,Lledó,33,casado,1,1,F,0,0,0,1.29,85.62,51.45,obesidad,1,0,75,68,98,7,75,7.46,0.33,7.16,5.51,6.22
20220906,B020,B,Edmundo,Barreda,Rivero,64,viudo,0,1,F,0,1,0,1.28,59.21,36.14,obesidad,1,0,16,59,4,0,58,3.92,0.2,6.33,5.85,3.01
20220907,A001,A,Miriam,Prat,Morell,56,casado,1,1,M,0,1,0,1.7,100.03,34.61,obesidad,0,1,96,59,67,78,8,4.78,4.78,5.29,6.23,3.06
20220907,A002,A,Brígida,Patiño,Cantero,47,soltero,3,1,F,0,0,1,1.41,47.66,23.97,peso normal,1,0,38,18,23,37,67,4.25,4.8,8.62,3.92,3.16
20220907,A003,A,Sarita,Osuna,Maldonado,40,viudo,1,0,F,0,0,1,1.26,54.66,34.43,obesidad,1,0,36,29,79,86,96,3.34,8.01,1.88,1.8,2.74
20220907,A004,A,Eligio,Ramón,Beltrán,45,casado,3,0,F,0,1,1,1.43,45.19,22.1,peso normal,1,0,52,74,51,85,35,7.82,7.08,3.82,6.26,6.63
20220907,A005,A,Isidro,Alvarado,Fabregat,26,divorciado,4,0,F,0,1,0,1.51,78.22,34.31,obesidad,1,1,73,62,30,70,65,2.64,5.26,9.43,8.32,9.75
20220907,A006,A,Ruben,Jaén,Leiva,36,divorciado,3,1,M,0,0,0,1.68,95.27,33.75,obesidad,0,1,68,74,41,64,48,2.55,0.74,8.93,4.37,2.07
20220907,A007,A,Juliana,Arias,Peral,32,divorciado,0,0,M,0,1,0,1.66,105.61,38.33,obesidad,0,0,42,32,0,56,30,0.33,6.22,3.34,1.01,2.1
20220907,A008,A,María Jesús,Riquelme,Roura,45,casado,4,1,F,0,1,1,1.32,40.52,23.26,peso normal,1,0,25,87,34,95,1,1.44,3.07,4.76,4.01,6.71
20220907,A009,A,Brunilda,Manjón,Correa,48,casado,4,0,M,1,0,0,1.77,105.25,33.6,obesidad,0,0,23,46,15,20,84,5.39,1.05,8.68,7.36,7.22
20220907,A010,A,Agustín,Rubio,Fiol,55,casado,5,1,F,1,0,1,1.56,67.08,27.56,sobrepeso,1,0,34,80,81,53,42,1.07,0.87,3.65,0.57,0.76
20220907,A011,A,Carmelo,Flor,Rodrigo,48,soltero,0,1,F,1,1,0,1.47,71.06,32.88,obesidad,0,1,5,99,33,31,6,8.25,5.53,8.25,3.56,0.25
20220907,A012,A,Martin,Soto,Corbacho,53,viudo,0,0,F,1,0,1,1.57,87.1,35.34,obesidad,1,0,1,30,98,16,7,6.42,0.54,2.96,9.98,0.49
20220907,A013,A,África,Expósito,Ledesma,50,viudo,0,1,M,1,1,1,1.86,108.86,31.47,obesidad,0,1,86,10,64,33,82,4.34,8.03,7.22,3.01,0.64
20220907,A014,A,Jose Ignacio,Adadia,Ochoa,65,soltero,1,0,M,1,1,1,1.73,82.96,27.72,sobrepeso,0,0,97,98,70,13,57,9.05,3.21,4.51,7.41,9.14
20220907,A015,A,Ana Sofía,Segura,Badía,22,viudo,2,0,F,1,1,0,1.67,80.04,28.7,sobrepeso,0,1,25,40,29,62,40,7.12,6.64,9.85,6.04,0.15
20220907,A016,A,Leyre,Tejera,Sevilla,27,divorciado,2,0,F,1,1,1,1.49,62.41,28.11,sobrepeso,0,1,23,59,91,98,82,4.83,8.67,2.36,1.41,7.42
20220907,A017,A,Plácido,Cruz,Lara,18,viudo,1,1,F,1,1,1,1.39,82.23,42.56,obesidad,0,0,52,97,24,16,84,7.97,3.64,6.36,1.49,3.35
20220907,A018,A,Rosaura,Frutos,Pujol,53,divorciado,2,0,M,0,0,0,1.74,91.49,30.22,obesidad,1,1,9,82,88,25,57,5.55,2.57,7.85,3.54,1.58
20220907,A019,A,Natalia,Cases,Calderón,20,viudo,2,0,M,1,1,0,1.66,66.7,24.21,peso normal,0,1,87,53,6,30,5,5.46,2.38,7.26,2.92,7.04
20220907,A020,A,Emma,Echevarría,Cases,44,divorciado,4,1,F,1,1,1,1.23,46.27,30.58,obesidad,1,1,92,83,83,92,55,4.49,4.21,5.23,8.52,2.26
20220907,B001,B,Teobaldo,Alcalde,Canals,63,casado,5,1,F,0,1,1,1.24,67.77,44.08,obesidad,1,0,35,90,53,60,86,9.49,3.16,3.29,3.21,1.81
20220907,B002,B,Delia,Feijoo,Mateu,62,viudo,2,1,M,0,0,1,1.74,73.02,24.12,peso normal,0,1,84,43,43,67,47,4.85,8.32,2.83,0.86,3.83
20220907,B003,B,Custodia,Paredes,Serrano,33,viudo,1,1,F,0,1,0,1.28,70.18,42.83,obesidad,1,0,53,20,9,41,22,9.01,4.7,5.01,1.85,2.61
20220907,B004,B,Porfirio,Escudero,Juan,24,divorciado,0,1,M,0,1,0,1.86,62.35,18.02,delgadez,1,0,66,91,2,24,47,1.4,4.47,2.44,7.75,5.04
20220907,B005,B,Merche,Esteban,Macías,19,casado,2,1,M,0,1,1,1.81,93.72,28.61,sobrepeso,0,0,63,79,94,39,47,7.52,8.15,1.49,5.85,5.34
20220907,B006,B,Filomena,Delgado,Gelabert,46,divorciado,3,0,F,0,0,1,1.56,64.37,26.45,sobrepeso,0,0,84,84,83,27,88,7.28,4.59,9.93,6.95,3.42
20220907,B007,B,Nereida,Zaragoza,Miró,46,casado,3,1,M,1,1,0,1.67,109.58,39.29,obesidad,1,0,60,17,89,82,82,5.94,4.83,1.87,4.81,2.77
20220907,B008,B,Rubén,Mármol,Pozuelo,62,divorciado,4,1,M,0,0,1,1.71,64.24,21.97,peso normal,0,0,35,100,55,80,6,3.87,0.87,4.04,4.11,7.03
20220907,B009,B,Paula,Aznar,Lobo,50,casado,0,0,M,0,1,1,1.72,67.0,22.65,peso normal,0,1,88,48,54,87,82,0.76,2.38,4.91,6.39,4.59
20220907,B010,B,Feliciano,Botella,Galván,48,soltero,4,1,M,1,0,1,1.71,88.28,30.19,obesidad,1,0,8,15,77,98,91,8.2,5.42,2.43,0.57,1.54
20220907,B011,B,Eliseo,Lluch,Salinas,22,viudo,3,1,M,1,0,0,1.87,92.95,26.58,sobrepeso,0,1,18,9,100,8,7,5.0,1.67,0.79,7.29,0.71
20220907,B012,B,Miguela,Esparza,Duran,30,divorciado,1,1,F,1,0,0,1.45,52.27,24.86,peso normal,0,1,65,7,45,77,62,2.0,3.38,0.03,8.77,4.55
20220907,B013,B,Macaria,Oliver,Villalba,31,casado,5,0,M,1,1,1,1.69,109.93,38.49,obesidad,1,1,51,35,32,91,3,0.61,5.5,8.36,3.32,4.57
20220907,B014,B,Teófilo,Arroyo,Ramírez,52,divorciado,1,1,M,0,0,1,1.78,85.54,27.0,sobrepeso,1,0,60,99,63,74,89,0.15,5.35,8.85,8.6,6.92
20220907,B015,B,Ángel,Ferreras,Águila,36,soltero,4,0,M,1,1,1,1.7,100.03,34.61,obesidad,1,1,27,14,11,49,8,5.65,8.16,8.29,6.69,6.73
20220907,B016,B,Lupe,Alba,Álamo,49,divorciado,2,1,F,0,1,1,1.57,49.51,20.09,peso normal,1,1,49,74,2,14,20,4.16,8.7,8.49,4.46,5.14
20220907,B017,B,Pelayo,Alba,Luís,18,divorciado,4,1,M,0,0,1,1.63,75.86,28.55,sobrepeso,0,0,90,80,65,7,47,5.8,4.27,7.33,2.23,4.73
20220907,B018,B,Salvador,Almansa,Carrión,34,viudo,1,0,F,1,0,1,1.55,89.37,37.2,obesidad,1,0,60,30,31,69,7,2.23,4.12,2.74,1.08,7.64
20220907,B019,B,Horacio,Salas,Báez,59,viudo,4,0,F,1,0,1,1.4,47.08,24.02,peso normal,1,0,93,53,51,68,52,3.09,0.93,7.6,9.51,2.97
20220907,B020,B,Benjamín,Cerezo,Atienza,27,divorciado,5,1,F,0,1,1,1.52,71.75,31.06,obesidad,0,0,90,75,95,27,98,4.98,0.71,6.31,0.55,2.3
20220908,A001,A,Aarón,Folch,Cañizares,59,viudo,3,1,F,0,0,1,1.6,65.07,25.42,sobrepeso,0,0,28,5,63,20,97,5.47,1.96,5.52,9.76,3.48
20220908,A002,A,Jose Antonio,Verdejo,Martinez,58,viudo,1,0,F,1,1,1,1.42,66.46,32.96,obesidad,1,0,1,89,18,41,27,3.03,2.11,9.39,4.96,0.88
20220908,A003,A,Ángeles,Arjona,Saavedra,34,soltero,3,0,F,1,1,1,1.47,82.79,38.31,obesidad,0,1,18,12,25,31,100,1.31,5.39,8.36,1.13,3.27
20220908,A004,A,Tatiana,Bermúdez,Llorens,26,casado,4,1,M,0,1,1,1.65,98.28,36.1,obesidad,0,1,25,100,95,60,82,1.27,3.18,5.16,3.3,0.09
20220908,A005,A,Lupita,Carbajo,Soriano,28,viudo,5,0,F,0,1,0,1.35,65.03,35.68,obesidad,1,1,81,43,8,73,5,6.16,3.06,1.14,3.77,5.13
20220908,A006,A,Bernardita,Tolosa,Sarabia,63,soltero,1,1,M,1,0,1,1.7,104.55,36.18,obesidad,0,1,15,72,96,67,45,7.66,7.14,3.6,7.16,6.35
20220908,A007,A,Custodio,Casas,Bru,56,viudo,2,0,F,0,1,1,1.39,79.0,40.89,obesidad,1,0,60,9,39,11,6,2.99,7.66,4.54,0.7,1.6
20220908,A008,A,Rafael,Porta,Cabello,52,soltero,1,1,F,0,1,0,1.58,62.08,24.87,peso normal,0,0,98,42,7,19,52,3.28,4.03,0.5,7.51,1.16
20220908,A009,A,Loreto,Lobo,Lumbreras,27,casado,2,1,M,1,0,1,1.89,83.57,23.4,peso normal,1,1,74,100,71,62,73,1.46,0.3,7.21,2.38,6.63
20220908,A010,A,Jessica,Poza,Vives,52,viudo,0,0,M,1,0,1,1.78,81.45,25.71,sobrepeso,0,0,18,50,54,41,77,2.38,0.95,2.47,0.62,4.5
20220908,A011,A,Yolanda,Ángel,Canals,24,viudo,2,1,M,1,1,0,1.72,64.94,21.95,peso normal,0,1,76,90,98,62,43,5.15,3.99,0.98,5.81,0.19
20220908,A012,A,Otilia,Hervás,Costa,30,viudo,1,1,F,0,0,0,1.69,61.15,21.41,peso normal,1,0,40,96,56,24,78,5.32,8.53,5.63,3.0,5.72
20220908,A013,A,Chucho,Nuñez,Mayol,62,casado,3,1,M,1,0,0,1.77,68.74,21.94,peso normal,1,1,32,45,5,8,6,4.87,6.54,9.72,0.37,9.8
20220908,A014,A,Eleuterio,Tomé,Pareja,20,divorciado,2,0,F,1,0,1,1.21,66.24,45.24,obesidad,0,1,28,49,14,41,21,4.71,0.27,9.42,7.61,3.64
20220908,A015,A,Marisela,Agullo,Torrens,21,divorciado,1,0,M,0,1,0,1.69,85.13,29.81,sobrepeso,1,0,0,25,7,43,99,0.79,7.69,4.1,0.05,5.47
20220908,A016,A,Adán,Pombo,Carvajal,53,divorciado,2,1,F,0,1,0,1.57,44.55,18.07,delgadez,1,0,63,14,39,11,6,9.01,5.8,4.18,7.4,8.35
20220908,A017,A,Dorita,Solís,Aliaga,41,casado,3,0,F,1,0,0,1.26,63.99,40.31,obesidad,1,1,26,56,35,53,87,7.59,9.46,5.95,2.54,7.48
20220908,A018,A,Jesús,Aznar,Calzada,21,divorciado,2,1,M,1,1,1,1.72,95.01,32.12,obesidad,1,0,81,52,83,97,86,5.81,5.05,0.83,8.38,5.42
20220908,A019,A,Luna,Bravo,Oliver,37,divorciado,4,0,M,0,1,1,1.71,91.97,31.45,obesidad,1,1,27,13,91,3,56,9.97,5.73,4.99,3.53,7.13
20220908,A020,A,Bernardita,Sala,Martín,28,soltero,4,1,F,1,0,0,1.63,82.13,30.91,obesidad,1,1,97,48,49,55,45,6.39,3.66,7.45,1.16,8.53
20220908,B001,B,Griselda,Diaz,Macías,40,casado,0,1,F,1,1,1,1.59,65.6,25.95,sobrepeso,0,0,86,15,21,91,69,4.23,0.12,0.46,5.19,4.57
20220908,B002,B,Brunilda,Amor,Tenorio,29,casado,1,1,F,1,1,1,1.24,71.18,46.29,obesidad,1,0,5,40,12,94,81,2.06,5.39,3.07,8.23,4.87
20220908,B003,B,Silvio,Comas,Azorin,40,soltero,0,0,F,1,0,0,1.32,67.91,38.97,obesidad,1,1,4,69,57,24,31,5.46,9.03,6.0,5.7,0.75
20220908,B004,B,Irene,Taboada,Perera,64,soltero,0,0,M,1,0,1,1.61,84.41,32.56,obesidad,1,1,87,78,27,5,8,5.64,7.31,7.23,3.69,9.21
20220908,B005,B,Gala,Castilla,Revilla,65,viudo,2,0,F,0,0,1,1.39,56.77,29.38,sobrepeso,1,0,36,31,56,90,88,7.99,5.42,6.84,3.0,0.93
20220908,B006,B,María,Cañizares,Rodriguez,34,soltero,5,1,M,1,1,1,1.76,95.79,30.92,obesidad,0,0,43,36,22,36,65,0.69,4.53,3.21,9.36,5.82
20220908,B007,B,Ainara,Antúnez,Viana,32,divorciado,2,1,M,1,0,1,1.78,74.55,23.53,peso normal,0,1,95,79,42,49,48,1.96,7.5,8.92,2.98,4.23
20220908,B008,B,Bernardo,Piñol,Escribano,46,divorciado,3,0,M,1,1,1,1.73,78.58,26.26,sobrepeso,0,1,11,27,99,82,85,8.26,6.12,4.41,6.53,5.46
20220908,B009,B,Georgina,Tapia,Giner,29,casado,2,0,F,1,0,1,1.31,69.94,40.76,obesidad,0,1,74,59,76,29,60,1.83,4.48,6.23,2.76,8.09
20220908,B010,B,Duilio,Taboada,Ibáñez,31,divorciado,1,0,F,1,0,1,1.6,75.7,29.57,sobrepeso,1,0,99,79,7,40,59,9.63,9.61,6.92,1.86,1.34
20220908,B011,B,Baudelio,Garmendia,Arrieta,57,divorciado,2,1,M,0,0,1,1.73,109.89,36.72,obesidad,0,0,75,52,3,87,83,2.31,4.86,2.61,3.08,2.67
20220908,B012,B,María Fernanda,Iglesias,Valero,53,soltero,4,0,M,0,0,0,1.84,104.98,31.01,obesidad,1,1,29,100,81,58,20,1.51,2.79,2.96,1.91,1.29
20220908,B013,B,Leandro,Soto,Téllez,54,casado,4,1,F,0,1,1,1.53,65.69,28.06,sobrepeso,1,0,99,44,84,84,40,2.15,5.38,6.41,0.21,5.02
20220908,B014,B,Trini,Pintor,Lara,34,casado,2,1,M,1,1,1,1.77,100.78,32.17,obesidad,0,1,14,76,91,48,86,4.01,3.26,3.3,4.63,8.16
20220908,B015,B,Atilio,España,Mur,26,divorciado,1,1,F,1,0,0,1.54,61.11,25.77,sobrepeso,1,0,59,49,98,52,75,9.07,9.51,9.67,1.7,8.24
20220908,B016,B,Osvaldo,Chacón,Gargallo,41,soltero,1,1,M,1,1,1,1.75,101.15,33.03,obesidad,1,1,6,54,42,7,31,7.66,7.31,4.81,1.55,6.44
20220908,B017,B,Feliciano,Navarro,Piñol,44,soltero,5,1,F,0,1,0,1.68,67.54,23.93,peso normal,0,0,27,46,16,30,18,0.94,5.97,5.4,9.98,2.74
20220908,B018,B,Emiliana,Tormo,Aguirre,37,divorciado,0,0,M,0,0,0,1.67,100.03,35.87,obesidad,0,1,55,9,67,58,18,2.47,0.32,5.22,6.15,9.4
20220908,B019,B,José María,Luján,Mayo,47,casado,1,0,F,1,1,1,1.65,85.56,31.43,obesidad,0,0,38,39,0,12,76,7.03,7.61,7.31,1.14,3.25
20220908,B020,B,Angélica,Rincón,Huertas,38,divorciado,3,0,F,0,1,0,1.6,62.01,24.22,peso normal,0,0,67,59,27,13,91,3.31,6.6,5.06,5.76,7.57
20220909,A001,A,Carmina,Saavedra,Infante,63,soltero,4,0,F,0,0,1,1.63,52.39,19.72,peso normal,1,0,14,19,87,77,98,8.72,8.06,4.42,3.82,2.62
20220909,A002,A,Xiomara,Vázquez,Márquez,42,soltero,5,1,F,1,0,0,1.52,43.87,18.99,peso normal,1,0,57,27,48,80,69,3.15,2.22,8.19,0.67,5.31
20220909,A003,A,Toribio,Carbajo,Teruel,64,casado,0,0,F,0,0,0,1.48,73.25,33.44,obesidad,0,0,2,29,58,73,74,0.74,4.72,6.58,9.83,1.83
20220909,A004,A,Irma,Caro,Abad,26,viudo,4,0,F,0,1,0,1.36,66.26,35.82,obesidad,1,0,31,28,24,33,48,3.91,7.83,3.5,7.29,2.05
20220909,A005,A,Marisa,Folch,Mariño,37,viudo,0,1,F,0,1,1,1.37,80.15,42.7,obesidad,1,0,2,59,6,75,87,1.66,3.24,8.47,1.08,8.33
20220909,A006,A,Régulo,Angulo,Plaza,22,divorciado,4,1,M,1,1,1,1.71,94.57,32.34,obesidad,0,1,36,42,12,64,54,5.7,7.56,9.28,9.96,0.53
20220909,A007,A,Lupita,Sáez,Sarmiento,63,casado,2,0,F,0,1,0,1.61,74.15,28.61,sobrepeso,0,1,65,81,31,75,32,7.51,4.19,6.2,8.51,2.24
20220909,A008,A,Toni,Fonseca,Borrás,41,viudo,4,1,M,1,1,1,1.9,73.05,20.24,peso normal,1,0,38,45,99,66,65,8.03,3.27,0.82,5.74,5.75
20220909,A009,A,Ruth,Mariño,Salmerón,58,divorciado,0,0,F,0,0,1,1.24,46.48,30.23,obesidad,1,1,5,53,66,73,18,9.3,6.4,5.6,7.07,9.95
20220909,A010,A,Eva,Uriarte,Morcillo,25,viudo,4,0,M,0,0,1,1.82,102.86,31.05,obesidad,1,0,36,100,87,21,99,8.31,5.45,0.97,0.41,4.76
